gold_value,output_value,micro,operation,error_site,precision,input_size,gold_value_parsed,output_value_parsed,diff_value,relative_diff
1083062515,1018737226,FADD,1,scheduler,float,small,4.444451808929443,0.0225459523499012,4.421905856579542,0.9949271691269993
1083062515,997336347,FADD,1,scheduler,float,small,4.444451808929443,0.003694838611409068,4.440756970318034,0.9991686626899665
1083062515,1040020851,FADD,1,scheduler,float,small,4.444451808929443,0.12375917285680771,4.320692636072636,0.9721542322479095
1083062515,3165021324,FADD,1,scheduler,float,small,4.444451808929443,-0.020311616361141205,4.464763425290585,1.0045701061085492
1083062515,1044063270,FADD,1,scheduler,float,small,4.444451808929443,0.18275508284568787,4.2616967260837555,0.9588801744956463
1083062515,3148594248,FADD,1,scheduler,float,small,4.444451808929443,-0.005240950733423233,4.449692759662867,1.0011792119610552
1083062515,3190657756,FADD,1,scheduler,float,small,4.444451808929443,-0.1695055365562439,4.613957345485687,1.03813868252901
1083062515,0,FADD,1,scheduler,float,small,4.444451808929443,0.0,4.444451808929443,1.0
1083062515,1083062558,FADD,1,scheduler,float,small,4.444451808929443,4.444472312927246,-2.0503997802734375e-05,4.613391861182824e-06
1083062515,3190657756,FADD,1,scheduler,float,small,4.444451808929443,-0.1695055365562439,4.613957345485687,1.03813868252901
1083062515,3190657756,FADD,1,scheduler,float,small,4.444451808929443,-0.1695055365562439,4.613957345485687,1.03813868252901
1083062515,3190657756,FADD,1,scheduler,float,small,4.444451808929443,-0.1695055365562439,4.613957345485687,1.03813868252901
1115584614,1018737226,FADD,1,scheduler,float,common,63.617576599121094,0.0225459523499012,63.59503064677119,0.9996456018359208
1115584614,997336347,FADD,1,scheduler,float,common,63.617576599121094,0.003694838611409068,63.613881760509685,0.9999419211040576
1115584614,1040020851,FADD,1,scheduler,float,common,63.617576599121094,0.12375917285680771,63.493817426264286,0.9980546386789195
1115584614,3165021324,FADD,1,scheduler,float,common,63.617576599121094,-0.020311616361141205,63.637888215482235,1.0003192768012703
1115584614,1044063270,FADD,1,scheduler,float,common,63.617576599121094,0.18275508284568787,63.434821516275406,0.9971272863158982
1115584614,3148594248,FADD,1,scheduler,float,common,63.617576599121094,-0.005240950733423233,63.62281754985452,1.0000823821184899
1115584614,3190657756,FADD,1,scheduler,float,common,63.617576599121094,-0.1695055365562439,63.78708213567734,1.0026644450420419
1115584614,0,FADD,1,scheduler,float,common,63.617576599121094,0.0,63.617576599121094,1.0
1115584614,1131520432,FADD,1,scheduler,float,common,63.617576599121094,241.631591796875,-178.0140151977539,2.798189191007525
1115584614,3190657756,FADD,1,scheduler,float,common,63.617576599121094,-0.1695055365562439,63.78708213567734,1.0026644450420419
1115584614,3190657756,FADD,1,scheduler,float,common,63.617576599121094,-0.1695055365562439,63.78708213567734,1.0026644450420419
1115584614,3190657756,FADD,1,scheduler,float,common,63.617576599121094,-0.1695055365562439,63.78708213567734,1.0026644450420419
1083062515,1018737226,FADD,1,scheduler,float,big,4.444451808929443,0.0225459523499012,4.421905856579542,0.9949271691269993
1083062515,997336347,FADD,1,scheduler,float,big,4.444451808929443,0.003694838611409068,4.440756970318034,0.9991686626899665
1083062515,1040020851,FADD,1,scheduler,float,big,4.444451808929443,0.12375917285680771,4.320692636072636,0.9721542322479095
1083062515,3165021324,FADD,1,scheduler,float,big,4.444451808929443,-0.020311616361141205,4.464763425290585,1.0045701061085492
1083062515,1044063270,FADD,1,scheduler,float,big,4.444451808929443,0.18275508284568787,4.2616967260837555,0.9588801744956463
1083062515,3148594248,FADD,1,scheduler,float,big,4.444451808929443,-0.005240950733423233,4.449692759662867,1.0011792119610552
1083062515,3190657756,FADD,1,scheduler,float,big,4.444451808929443,-0.1695055365562439,4.613957345485687,1.03813868252901
1083062515,0,FADD,1,scheduler,float,big,4.444451808929443,0.0,4.444451808929443,1.0
1083062515,1083062558,FADD,1,scheduler,float,big,4.444451808929443,4.444472312927246,-2.0503997802734375e-05,4.613391861182824e-06
1083062515,3190657756,FADD,1,scheduler,float,big,4.444451808929443,-0.1695055365562439,4.613957345485687,1.03813868252901
1083062515,3190657756,FADD,1,scheduler,float,big,4.444451808929443,-0.1695055365562439,4.613957345485687,1.03813868252901
1083062515,3190657756,FADD,1,scheduler,float,big,4.444451808929443,-0.1695055365562439,4.613957345485687,1.03813868252901
1083062558,0,FADD,4,scheduler,float,small,4.444472312927246,0.0,4.444472312927246,1.0
1083062558,0,FADD,4,scheduler,float,small,4.444472312927246,0.0,4.444472312927246,1.0
1131520432,0,FADD,4,scheduler,float,common,241.631591796875,0.0,241.631591796875,1.0
1131520432,0,FADD,4,scheduler,float,common,241.631591796875,0.0,241.631591796875,1.0
1083062558,0,FADD,4,scheduler,float,big,4.444472312927246,0.0,4.444472312927246,1.0
1083062558,0,FADD,4,scheduler,float,big,4.444472312927246,0.0,4.444472312927246,1.0
940116468,0,FMUL,1,scheduler,float,small,3.267261490691453e-05,0.0,3.267261490691453e-05,1.0
940116468,508722604,FMUL,1,scheduler,float,small,3.267261490691453e-05,1.1143295767348489e-20,3.267261490691452e-05,0.9999999999999996
940116468,3621094900,FMUL,1,scheduler,float,small,3.267261490691453e-05,-469542602014720.0,469542602014720.0,1.4371136297246607e+19
940116468,1040473275,FMUL,1,scheduler,float,small,3.267261490691453e-05,0.12925998866558075,-0.12922731605067383,3955.218044801347
940116468,1048824021,FMUL,1,scheduler,float,small,3.267261490691453e-05,0.2573916018009186,-0.25735892918601166,7876.900270126423
